Pabrik,Seri,Tahun,newold,Warna,Jarak,Tipe,Pintu,Kursi,CC,Daerah,Harga
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2019,Bekas,Hitam,30 - 35K KM,Automatic,5,5,1496,Jawa Barat,223000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2019,Bekas,Merah,40 - 45K KM,Automatic,5,5,1496,Jawa Timur,232500000
Honda,Jazz 1.5 RS Hatchback,2019,Bekas,Kuning,11000 KM,Manual,5,5,1497,Yogyakarta,235000000
Honda,Jazz 1.5 RS Hatchback,2019,Bekas,Putih,35 - 40K KM,Manual,5,5,1497,Jawa Timur,245000000
Honda,Jazz 1.5 RS Hatchback,2019,Bekas,Putih,35 - 40K KM,Manual,5,5,1497,Jawa Timur,245000000
Honda,HR-V 1.5 E SUV,2019,Bekas,Abu-abu,22000 KM,Automatic,5,5,1497,Yogyakarta,250000000
Honda,HR-V 1.5 S SUV,2019,Bekas,Hitam,60 - 65K KM,Automatic,5,5,1497,DKI Jakarta,253000000
Honda,Jazz 1.5 RS Hatchback,2019,Bekas,Orange,45 - 50K KM,Automatic,5,5,1497,Jawa Timur,255000000
Honda,HR-V 1.5 E SUV,2019,Bekas,Abu-abu,65 - 70K KM,Automatic,5,5,1497,Jawa Barat,267000000
Honda,HR-V 1.5 E Special Edition SUV,2019,Bekas,Merah,34000 KM,Automatic,5,5,1497,Jawa Barat,275000000
Honda,HR-V 1.5 E Special Edition SUV,2019,Bekas,Silver,55 - 60K KM,Automatic,5,5,1497,DKI Jakarta,281000000
Honda,HR-V 1.5 E SUV,2019,Bekas,Hijau,50 - 55K KM,Automatic,5,5,1497,Jawa Timur,290000000
Mercedes-Benz,C200 1.5 Avantgarde Sedan,2019,Bekas,Hitam,20 - 25K KM,Automatic,4,5,1497,DKI Jakarta,630000000
Mercedes-Benz,C200 1.5 EQ Boost Sedan,2019,Bekas,Hitam,30 - 35K KM,Automatic,4,5,1497,DKI Jakarta,638000000
Honda,Civic 1.5 Sedan,2019,Bekas,Hitam,55 - 60K KM,Automatic,4,5,1498,DKI Jakarta,359000000
Honda,Civic 1.5 Sedan,2019,Bekas,Hitam,55 - 60K KM,Automatic,4,5,1498,DKI Jakarta,385000000
BMW,X1 1.5 sDrive18i xLine SUV,2019,Bekas,Biru,25 - 30K KM,Automatic,5,5,1499,DKI Jakarta,490000000
BMW,X1 1.5 sDrive18i xLine SUV,2019,Bekas,Silver,25 - 30K KM,Automatic,5,5,1499,DKI Jakarta,570000000
Honda,HR-V 1.8 Prestige SUV,2019,Bekas,Hitam,44372 KM,Automatic,5,5,1799,DKI Jakarta,290000000
Mercedes-Benz,C300 2.0 AMG Sedan,2019,Bekas,Putih,25 - 30K KM,Automatic,4,5,1991,DKI Jakarta,750000000
Mercedes-Benz,C300 2.0 AMG Sedan,2019,Bekas,Putih,5 - 10K KM,Automatic,4,5,1991,DKI Jakarta,775000000
Mercedes-Benz,GLC200 2.0 AMG Line SUV,2019,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1991,DKI Jakarta,875000000
Mercedes-Benz,E350 2.0 AMG Sedan,2019,Bekas,Putih,15 - 20K KM,Automatic,4,5,1991,DKI Jakarta,950000000
Mazda,CX-3 2.0 Touring Wagon,2019,Bekas,Putih,25 - 30K KM,Automatic,5,5,1998,Banten,285000000
Mazda,CX-3 2.0 Grand Touring Wagon,2019,Bekas,Hitam,30 - 35K KM,Automatic,5,5,1998,DKI Jakarta,329000000
Mazda,CX-3 2.0 Grand Touring Wagon,2019,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1998,Banten,336000000
Mazda,3 2.0 SKYACTIV-G Hatchback,2019,Bekas,Merah,40 - 45K KM,Automatic,5,5,1998,DKI Jakarta,361000000
BMW,320i 2.0 Sport Sedan,2019,Bekas,Hitam,25 - 30K KM,Automatic,4,5,1998,DKI Jakarta,515000000
BMW,320i 2.0 Sport Sedan,2019,Bekas,Hitam,45 - 50K KM,Automatic,4,5,1998,DKI Jakarta,551000000
BMW,520i 2.0 Luxury Sedan,2019,Bekas,Hitam,15 - 20K KM,Automatic,4,5,1998,DKI Jakarta,705000000
BMW,X3 2.0 sDrive20i SUV,2019,Bekas,Coklat,25 - 30K KM,Automatic,5,5,1998,DKI Jakarta,789000000
BMW,X3 2.0 sDrive20i SUV,2019,Bekas,Putih,20 - 25K KM,Automatic,5,5,1998,DKI Jakarta,795000000
BMW,X3 2.0 xDrive20i Luxury SUV,2019,Bekas,Putih,10 - 15K KM,Automatic,5,5,1998,DKI Jakarta,829000000
Lexus,RX300 2.0 F-Sport SUV,2019,Bekas,Hitam,30 - 35K KM,Automatic,5,5,1998,DKI Jakarta,1095000000
BMW,730Li 2.0 Sedan,2019,Bekas,Hitam,5 - 10K KM,Automatic,4,5,1998,DKI Jakarta,1099000000
Lexus,RX300 2.0 F-Sport SUV,2019,Bekas,Hitam,25 - 30K KM,Automatic,5,5,1998,DKI Jakarta,1120000000
BMW,730Li 2.0 M Sport Sedan,2019,Bekas,Abu-abu,15 - 20K KM,Automatic,4,5,1998,DKI Jakarta,1349000000
Mazda,CX-5 2.5 Elite SUV,2019,Bekas,Abu-abu,55 - 60K KM,Automatic,5,5,2488,Banten,392000000
Mazda,CX-5 2.5 Elite SUV,2019,Bekas,Putih,25 - 30K KM,Automatic,5,5,2488,Jawa Timur,426000000
Mazda,CX-5 2.5 Elite SUV,2019,Bekas,Abu-abu,45 - 50K KM,Automatic,5,5,2488,DKI Jakarta,430000000
Mazda,CX-5 2.5 Elite SUV,2019,Bekas,Abu-abu,55 - 60K KM,Automatic,5,5,2488,DKI Jakarta,446000000
Mazda,CX-5 2.5 SUV,2019,Bekas,Hitam,50 - 55K KM,Automatic,5,5,2488,DKI Jakarta,449000000
BMW,X5 3.0 xDrive40i xLine SUV,2019,Bekas,Putih,20 - 25K KM,Automatic,5,5,2998,DKI Jakarta,1125000000
BMW,X5 3.0 xDrive40i xLine SUV,2019,Bekas,Hitam,25 - 30K KM,Automatic,5,5,2998,DKI Jakarta,1200000000
MINI,Cabrio 1.5 Cooper Convertible,2019,Bekas,Putih,0 - 5K KM,Automatic,2,4,1499,DKI Jakarta,765000000
MINI,Cabrio 2.0 John Cooper Works Convertible,2019,Bekas,Merah,10 - 15K KM,Automatic,2,4,1998,DKI Jakarta,875000000
Suzuki,Carry 1.5 FD Pick-up,2019,Bekas,Hitam,15 - 20K KM,Manual,2,3,1493,Jawa Barat,94000000
Toyota,Kijang Innova 2.4 G MPV,2020,Bekas,Silver,25 - 30K KM,Automatic,5,8,2393,DKI Jakarta,343000000
Toyota,Kijang Innova 2.4 V MPV,2020,Bekas,Silver,75 - 80K KM,Automatic,5,8,2393,DKI Jakarta,372000000
Toyota,Kijang Innova 2.4 V MPV,2020,Bekas,Silver,75 - 80K KM,Automatic,5,8,2393,DKI Jakarta,373000000
Daihatsu,Sigra 1.2 X MPV,2020,Bekas,Merah,38450 KM,Automatic,5,7,1197,DKI Jakarta,129000000
Daihatsu,Sigra 1.2 X MPV,2020,Bekas,Merah,35 - 40K KM,Automatic,5,7,1197,Jawa Barat,131000000
Toyota,Calya 1.2 G MPV,2020,Bekas,Hitam,20 - 25K KM,Manual,5,7,1197,Jawa Timur,135000000
Toyota,Calya 1.2 G MPV,2020,Bekas,Hitam,50 - 55K KM,Manual,5,7,1197,Jawa Barat,136000000
Toyota,Calya 1.2 G MPV,2020,Bekas,Hitam,50 - 55K KM,Manual,5,7,1197,Jawa Barat,140000000
Toyota,Calya 1.2 G MPV,2020,Bekas,Putih,35 - 40K KM,Automatic,5,7,1197,Jawa Barat,142000000
Toyota,Calya 1.2 G MPV,2020,Bekas,Abu-abu,15 - 20K KM,Automatic,5,7,1197,Jawa Timur,145000000
Daihatsu,Xenia 1.3 X MPV,2020,Bekas,Putih,35 - 40K KM,Manual,5,7,1329,Jawa Barat,165000000
Toyota,Avanza 1.3 G MPV,2020,Bekas,Silver,80 - 85K KM,Manual,5,7,1329,Jawa Timur,180000000
Toyota,Avanza 1.3 G MPV,2020,Bekas,Hitam,10 - 15K KM,Automatic,5,7,1329,Jawa Barat,185000000
Wuling,Cortez 1.5 S Turbo Lux Wagon,2020,Bekas,Putih,20 - 25K KM,Automatic,5,7,1451,Jawa Timur,170000000
Wuling,Cortez 1.5 S Turbo Lux Wagon,2020,Bekas,Putih,20 - 25K KM,Automatic,5,7,1451,Jawa Timur,170000000
Suzuki,XL7 1.5 ALPHA Wagon,2020,Bekas,Orange,45 - 50K KM,Automatic,5,7,1462,Banten,188000000
Suzuki,XL7 1.5 ZETA Wagon,2020,Bekas,Abu-abu,35 - 40K KM,Automatic,5,7,1462,DKI Jakarta,193000000
Suzuki,XL7 1.5 ALPHA Wagon,2020,Bekas,Orange,50 - 55K KM,Automatic,5,7,1462,Banten,214000000
Honda,Mobilio 1.5 E MPV,2020,Bekas,Merah,30 - 35K KM,Automatic,5,7,1496,DKI Jakarta,156000000
Honda,Mobilio 1.5 E MPV,2020,Bekas,Merah,25 - 30K KM,Automatic,5,7,1496,DKI Jakarta,178000000
Honda,Mobilio 1.5 E MPV,2020,Bekas,Hitam,40 - 45K KM,Automatic,5,7,1496,Jawa Timur,195000000
Daihatsu,Terios 1.5 R SUV,2020,Bekas,Hitam,45 - 50K KM,Automatic,5,7,1496,DKI Jakarta,203000000
Toyota,Avanza 1.5 Veloz MPV,2020,Bekas,Hitam,40 - 45K KM,Automatic,5,7,1496,Jawa Timur,203000000
Toyota,Rush 1.5 TRD Sportivo SUV,2020,Bekas,Hitam,25 - 30K KM,Automatic,5,7,1496,Banten,230000000
Honda,BR-V 1.5 E Prestige SUV,2020,Bekas,Hitam,40 - 45K KM,Automatic,5,7,1497,Jawa Barat,223000000
Honda,BR-V 1.5 E Prestige SUV,2020,Bekas,Hitam,40 - 45K KM,Automatic,5,7,1497,Jawa Barat,223000000
Honda,BR-V 1.5 E Prestige SUV,2020,Bekas,Hitam,40 - 45K KM,Automatic,5,7,1497,Jawa Barat,223000000
Mitsubishi,Xpander 1.5 GLS Wagon,2020,Bekas,Silver,50 - 55K KM,Manual,5,7,1499,DKI Jakarta,166000000
Nissan,Livina 1.5 VL Wagon,2020,Bekas,Hitam,50 - 55K KM,Automatic,5,7,1499,Jawa Barat,189000000
Mitsubishi,Xpander 1.5 EXCEED Wagon,2020,Bekas,Silver,35 - 40K KM,Automatic,5,7,1499,DKI Jakarta,189000000
Mitsubishi,Xpander 1.5 EXCEED Wagon,2020,Bekas,Silver,35 - 40K KM,Automatic,5,7,1499,Jawa Barat,200000000
Nissan,Livina 1.5 VL Wagon,2020,Bekas,Hitam,50 - 55K KM,Automatic,5,7,1499,DKI Jakarta,210000000
Mitsubishi,Xpander 1.5 ULTIMATE Wagon,2020,Bekas,Coklat,45 - 50K KM,Automatic,5,7,1499,DKI Jakarta,231000000
Mitsubishi,Xpander 1.5 ULTIMATE Wagon,2020,Bekas,Coklat,45 - 50K KM,Automatic,5,7,1499,DKI Jakarta,234000000
Mitsubishi,Xpander 1.5 CROSS Wagon,2020,Bekas,Putih,35 - 40K KM,Automatic,5,7,1499,DKI Jakarta,248000000
Toyota,Innova Venturer 2.0 Wagon,2020,Bekas,Hitam,27000 KM,Automatic,5,7,1998,Yogyakarta,359000000
Toyota,Fortuner 2.4 TRD SUV,2020,Bekas,Hitam,57000 KM,Automatic,5,7,2393,DKI Jakarta,429500000
Nissan,X-Trail 2.5 VL SUV,2020,Bekas,Hitam,70 - 75K KM,Automatic,5,7,2488,Banten,320000000
BMW,X7 3.0 xDrive40i Wagon,2020,Bekas,Hitam,15 - 20K KM,Automatic,5,7,2998,DKI Jakarta,1749000000
Mercedes-Benz,GLE450 3.0 4MATIC AMG Line Wagon,2020,Bekas,Hitam,10 - 15K KM,Automatic,5,7,2999,DKI Jakarta,1595000000
Mazda,CX-8 2.5 SKYACTIV-G Elite Wagon,2020,Bekas,Putih,15 - 20K KM,Automatic,5,6,2488,DKI Jakarta,549000000
Mazda,CX-8 2.5 SKYACTIV-G Elite Wagon,2020,Bekas,Hitam,30 - 35K KM,Automatic,5,6,2488,Jawa Timur,575000000
Daihatsu,Ayla 1.0 X Hatchback,2020,Bekas,Silver,55 - 60K KM,Manual,5,5,998,DKI Jakarta,106000000
Daihatsu,Ayla 1.0 X Hatchback,2020,Bekas,Silver,55 - 60K KM,Manual,5,5,998,DKI Jakarta,112000000
Daihatsu,Ayla 1.2 R Deluxe Hatchback,2020,Bekas,Putih,50 - 55K KM,Manual,5,5,1197,Jawa Timur,130000000
Toyota,Agya 1.2 TRD Hatchback,2020,Bekas,Kuning,40 - 45K KM,Manual,5,5,1197,Jawa Barat,136000000
Daihatsu,Ayla 1.2 R Deluxe Hatchback,2020,Bekas,Abu-abu,20 - 25K KM,Automatic,5,5,1197,Jawa Barat,139000000
Daihatsu,Ayla 1.2 R Deluxe Hatchback,2020,Bekas,Putih,20 - 25K KM,Automatic,5,5,1197,Yogyakarta,140000000
Daihatsu,Ayla 1.2 R Deluxe Hatchback,2020,Bekas,Abu-abu,20 - 25K KM,Automatic,5,5,1197,Banten,141000000
Suzuki,Ignis 1.2 GX Hatchback,2020,Bekas,Orange,10 - 15K KM,Automatic,5,5,1197,DKI Jakarta,142000000
Suzuki,Ignis 1.2 GX Hatchback,2020,Bekas,Biru,25 - 30K KM,Automatic,5,5,1197,DKI Jakarta,156000000
Nissan,Kicks 1.2 VL e-Power Wagon,2020,Bekas,Abu-abu,15 - 20K KM,Automatic,5,5,1198,Jawa Timur,320000000
Nissan,Kicks 1.2 VL e-Power Wagon,2020,Bekas,Putih,35 - 40K KM,Automatic,5,5,1198,Jawa Timur,385000000
Nissan,Kicks 1.2 VL e-Power Wagon,2020,Bekas,Putih,30 - 35K KM,Automatic,5,5,1198,Jawa Timur,385000000
Honda,Brio 1.2 Satya E Hatchback,2020,Bekas,Merah,30 - 35K KM,Automatic,5,5,1199,DKI Jakarta,157000000
Honda,Brio 1.2 RS Hatchback,2020,Bekas,Merah,30173 KM,Automatic,5,5,1199,DKI Jakarta,170000000
Honda,Brio 1.2 RS Hatchback,2020,Bekas,Abu-abu,35 - 40K KM,Automatic,5,5,1199,Jawa Barat,184000000
Honda,Brio 1.2 RS Hatchback,2020,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1199,DKI Jakarta,185000000
Honda,Brio 1.2 RS Hatchback,2020,Bekas,Hitam,15 - 20K KM,Automatic,5,5,1199,DKI Jakarta,185000000
Mercedes-Benz,GLA200 1.3 Progressive Line SUV,2020,Bekas,Abu-abu,5 - 10K KM,Automatic,5,5,1332,DKI Jakarta,730000000
Suzuki,Baleno 1.4 Hatchback,2020,Bekas,Merah,35 - 40K KM,Automatic,5,5,1373,Jawa Barat,198000000
Wuling,Almaz 1.5 Lux Exclusive LT Wagon,2020,Bekas,Putih,45 - 50K KM,Automatic,5,5,1451,Jawa Tengah,240000000
Toyota,Yaris 1.5 TRD Sportivo Hatchback,2020,Bekas,Kuning,20 - 25K KM,Automatic,5,5,1496,DKI Jakarta,223000000
Honda,Jazz 1.5 RS Hatchback,2020,Bekas,Orange,60 - 65K KM,Automatic,5,5,1497,Jawa Barat,235000000
Honda,HR-V 1.5 E SUV,2020,Bekas,Merah,35 - 40K KM,Automatic,5,5,1497,Jawa Barat,249000000
Honda,HR-V 1.5 E SUV,2020,Bekas,Merah,35 - 40K KM,Automatic,5,5,1497,DKI Jakarta,268000000
Honda,HR-V 1.5 E Special Edition SUV,2020,Bekas,Abu-abu,39000 KM,Automatic,5,5,1497,Jawa Barat,273000000
Honda,HR-V 1.5 E SUV,2020,Bekas,Abu-abu,35 - 40K KM,Automatic,5,5,1497,Jawa Timur,280000000
Honda,Civic 1.5 E Hatchback,2020,Bekas,Hitam,30 - 35K KM,Automatic,5,5,1498,Jawa Barat,455000000
BMW,X1 1.5 sDrive18i xLine SUV,2020,Bekas,Abu-abu,10 - 15K KM,Automatic,5,5,1499,DKI Jakarta,625000000
MINI,Countryman 1.5 Cooper SUV,2020,Bekas,Hijau,10 - 15K KM,Automatic,5,5,1499,DKI Jakarta,705000000
BMW,X2 1.5 M Sport X sDrive18i Wagon,2020,Bekas,Biru,5 - 10K KM,Automatic,5,5,1499,DKI Jakarta,769000000
Mercedes-Benz,GLC200 2.0 AMG Line SUV,2020,Bekas,Hitam,5 - 10K KM,Automatic,5,5,1991,DKI Jakarta,950000000
BMW,320i 2.0 Sport Sedan,2020,Bekas,Putih,15 - 20K KM,Automatic,4,5,1998,DKI Jakarta,745000000
BMW,520i 2.0 Sedan,2020,Bekas,Hitam,25 - 30K KM,Automatic,4,5,1998,Jawa Barat,750000000
BMW,320i 2.0 Sport Sedan,2020,Bekas,Hitam,15 - 20K KM,Automatic,4,5,1998,DKI Jakarta,775000000
BMW,330i 2.0 M Sport Sedan,2020,Bekas,Putih,15 - 20K KM,Automatic,4,5,1998,DKI Jakarta,889000000
Lexus,RX300 2.0 F-Sport SUV,2020,Bekas,Hitam,20 - 25K KM,Automatic,5,5,1998,DKI Jakarta,1178000000
BMW,730Li 2.0 M Sport Sedan,2020,Bekas,Abu-abu,10 - 15K KM,Automatic,4,5,1998,DKI Jakarta,1475000000
Mazda,CX-5 2.5 GT SUV,2020,Bekas,Hitam,25 - 30K KM,Automatic,5,5,2488,Jawa Barat,496000000
BMW,X5 3.0 xDrive40i xLine SUV,2020,Bekas,Biru,60 - 65K KM,Automatic,5,5,2998,DKI Jakarta,1050000000
BMW,X5 3.0 xDrive40i xLine SUV,2020,Bekas,Hitam,25 - 30K KM,Automatic,5,5,2998,DKI Jakarta,1320000000
BMW,M2 3.0 Competition Coupe,2020,Bekas,Silver,0 - 5K KM,Automatic,2,4,2979,DKI Jakarta,1550000000
Suzuki,Carry 1.5 FD Pick-up,2020,Bekas,Hitam,20 - 25K KM,Manual,2,3,1462,DKI Jakarta,107000000
Wuling,Confero 1.5 S L Lux+ Wagon,2021,Bekas,Hitam,14000 KM,Manual,5,8,1485,Banten,134500000
Toyota,Kijang Innova 2.0 G MPV,2021,Bekas,Hitam,30 - 35K KM,Automatic,5,8,1998,Jawa Barat,301000000
Toyota,Kijang Innova 2.0 V MPV,2021,Bekas,Abu-abu,10 - 15K KM,Automatic,5,8,1998,Jawa Barat,374000000
Toyota,Kijang Innova 2.4 V MPV,2021,Bekas,Hitam,45 - 50K KM,Automatic,5,8,2393,Jawa Timur,430000000
Toyota,Kijang Innova 2.4 V MPV,2021,Bekas,Abu-abu,25 - 30K KM,Automatic,5,8,2393,Jawa Timur,430000000
Toyota,Calya 1.2 G MPV,2021,Bekas,Hitam,5 - 10K KM,Manual,5,7,1197,Jawa Timur,135000000
Toyota,Calya 1.2 G MPV,2021,Bekas,Putih,12000 KM,Automatic,5,7,1197,Banten,139500000
Toyota,Calya 1.2 G MPV,2021,Bekas,Merah,40 - 45K KM,Automatic,5,7,1197,Jawa Barat,142000000
Toyota,Calya 1.2 G MPV,2021,Bekas,Merah,20 - 25K KM,Manual,5,7,1197,Jawa Timur,145000000
Daihatsu,Xenia 1.3 R MPV,2021,Bekas,Silver,15 - 20K KM,Manual,5,7,1329,DKI Jakarta,175000000
Wuling,Cortez 1.5 S Lux Turbo Wagon,2021,Bekas,Abu-abu,40 - 45K KM,Automatic,5,7,1451,DKI Jakarta,180000000
Wuling,Cortez 1.5 Turbo L Lux+ Wagon,2021,Bekas,Putih,26000 KM,Automatic,5,7,1451,Banten,192000000
Wuling,Cortez 1.5 S Lux Turbo Wagon,2021,Bekas,Putih,30 - 35K KM,Automatic,5,7,1451,Jawa Barat,192000000
Wuling,Cortez 1.5 Turbo L Lux+ Wagon,2021,Bekas,Hitam,32350 KM,Automatic,5,7,1451,DKI Jakarta,206000000
Wuling,Cortez 1.5 Turbo L Lux+ Wagon,2021,Bekas,Hitam,30 - 35K KM,Automatic,5,7,1451,DKI Jakarta,208000000
Wuling,Almaz 1.5 LT Lux+ Exclusive Wagon,2021,Bekas,Hitam,12000 KM,Automatic,5,7,1451,Yogyakarta,215000000
Wuling,Almaz 1.5 S+T Smart Enjoy Wagon,2021,Bekas,Hitam,35 - 40K KM,Automatic,5,7,1451,DKI Jakarta,216000000
Wuling,Almaz 1.5 RS EX Wagon,2021,Bekas,Putih,19413 KM,Automatic,5,7,1451,DKI Jakarta,230000000
Wuling,Almaz 1.5 RS Pro Wagon,2021,Bekas,Putih,19000 KM,Automatic,5,7,1451,Banten,264500000
Wuling,Almaz 1.5 LT Lux+ Exclusive Wagon,2021,Bekas,Abu-abu,25 - 30K KM,Automatic,5,7,1451,Jawa Barat,284000000
Wuling,Almaz 1.5 RS Pro Wagon,2021,Bekas,Abu-abu,30 - 35K KM,Automatic,5,7,1451,Jawa Timur,295000000
Suzuki,XL7 1.5 BETA Wagon,2021,Bekas,Abu-abu,45 - 50K KM,Automatic,5,7,1462,DKI Jakarta,188000000
Suzuki,Ertiga 1.5 GL MPV,2021,Bekas,Abu-abu,10 - 15K KM,Automatic,5,7,1462,Jawa Timur,205000000
Suzuki,XL7 1.5 BETA Wagon,2021,Bekas,Abu-abu,40 - 45K KM,Automatic,5,7,1462,Jawa Barat,213000000
Suzuki,XL7 1.5 BETA Wagon,2021,Bekas,Abu-abu,40 - 45K KM,Automatic,5,7,1462,Jawa Barat,213000000
Suzuki,XL7 1.5 BETA Wagon,2021,Bekas,Putih,55 - 60K KM,Automatic,5,7,1462,DKI Jakarta,222000000
Suzuki,Ertiga 1.5 Sport MPV,2021,Bekas,Hitam,30 - 35K KM,Automatic,5,7,1462,Jawa Timur,225000000
Suzuki,XL7 1.5 ALPHA Wagon,2021,Bekas,Putih,40 - 45K KM,Automatic,5,7,1462,Jawa Barat,228000000
Suzuki,XL7 1.5 ALPHA Wagon,2021,Bekas,Coklat,25 - 30K KM,Automatic,5,7,1462,Banten,228000000
Suzuki,XL7 1.5 ALPHA Wagon,2021,Bekas,Putih,40 - 45K KM,Automatic,5,7,1462,Jawa Barat,228000000
Honda,Mobilio 1.5 E MPV,2021,Bekas,Putih,10 - 15K KM,Automatic,5,7,1496,Jawa Barat,179000000
Daihatsu,Terios 1.5 X Deluxe SUV,2021,Bekas,Putih,10 - 15K KM,Manual,5,7,1496,Jawa Barat,183000000
Toyota,Avanza 1.5 Veloz MPV,2021,Bekas,Putih,20 - 25K KM,Manual,5,7,1496,DKI Jakarta,188000000
Toyota,Avanza 1.5 Veloz MPV,2021,Bekas,Silver,55 - 60K KM,Automatic,5,7,1496,DKI Jakarta,199000000
Honda,Mobilio 1.5 RS MPV,2021,Bekas,Abu-abu,20 - 25K KM,Automatic,5,7,1496,DKI Jakarta,199000000
Toyota,Avanza 1.5 Veloz GR Limited MPV,2021,Bekas,Marun,30 - 35K KM,Manual,5,7,1496,Jawa Timur,208000000
Toyota,Rush 1.5 G SUV,2021,Bekas,Hitam,10 - 15K KM,Automatic,5,7,1496,Banten,211000000
Toyota,Rush 1.5 G SUV,2021,Bekas,Coklat,20 - 25K KM,Automatic,5,7,1496,DKI Jakarta,215000000
Honda,Mobilio 1.5 RS MPV,2021,Bekas,Abu-abu,20 - 25K KM,Automatic,5,7,1496,DKI Jakarta,215000000
Toyota,Rush 1.5 TRD Sportivo SUV,2021,Bekas,Hitam,40000 KM,Manual,5,7,1496,Yogyakarta,220000000
Toyota,Avanza 1.5 Veloz GR Limited MPV,2021,Bekas,Putih,20 - 25K KM,Automatic,5,7,1496,Jawa Timur,220000000
Toyota,Avanza 1.5 Veloz MPV,2021,Bekas,Hitam,60 - 65K KM,Automatic,5,7,1496,DKI Jakarta,222000000
Toyota,Avanza 1.5 Veloz MPV,2021,Bekas,Hitam,60 - 65K KM,Automatic,5,7,1496,DKI Jakarta,222000000
Toyota,Rush 1.5 S GR Sport SUV,2021,Bekas,Putih,30 - 35K KM,Automatic,5,7,1496,DKI Jakarta,242000000
Toyota,Veloz 1.5 Q Wagon,2021,Bekas,Hitam,35 - 40K KM,Automatic,5,7,1496,DKI Jakarta,250000000
Honda,BR-V 1.5 E Prestige SUV,2021,Bekas,Hitam,20000 KM,Automatic,5,7,1497,Yogyakarta,209000000
Toyota,Sienta 1.5 V MPV,2021,Bekas,Abu-abu,25 - 30K KM,Automatic,5,7,1497,Jawa Timur,249000000
Honda,CR-V 1.5 VTEC SUV,2021,Bekas,Hitam,0 - 5K KM,Automatic,5,7,1498,DKI Jakarta,506000000
Nissan,Livina 1.5 VL Wagon,2021,Bekas,Putih,40 - 45K KM,Automatic,5,7,1499,Banten,203000000
Nissan,Livina 1.5 VL Wagon,2021,Bekas,Putih,30 - 35K KM,Automatic,5,7,1499,Jawa Barat,217000000
Mitsubishi,Xpander 1.5 ULTIMATE Wagon,2021,Bekas,Putih,45 - 50K KM,Automatic,5,7,1499,Jawa Timur,240000000
Mitsubishi,Xpander 1.5 CROSS Wagon,2021,Bekas,Putih,35 - 40K KM,Automatic,5,7,1499,Jawa Barat,240000000
Mitsubishi,Xpander 1.5 CROSS Wagon,2021,Bekas,Putih,35 - 40K KM,Automatic,5,7,1499,Jawa Timur,260000000
Toyota,Fortuner 2.4 VRZ SUV,2021,Bekas,Hitam,40 - 45K KM,Automatic,5,7,2393,DKI Jakarta,460000000
Toyota,Innova Venturer 2.4 Wagon,2021,Bekas,Hitam,45 - 50K KM,Automatic,5,7,2393,Jawa Timur,480000000
Toyota,Fortuner 2.4 VRZ SUV,2021,Bekas,Putih,25 - 30K KM,Automatic,5,7,2393,Jawa Barat,496000000
Mitsubishi,Pajero Sport 2.4 Dakar SUV,2021,Bekas,Abu-abu,10 - 15K KM,Automatic,5,7,2442,Jawa Timur,530000000
Mitsubishi,Pajero Sport 2.4 Dakar SUV,2021,Bekas,Abu-abu,10 - 15K KM,Automatic,5,7,2442,Jawa Timur,530000000
Toyota,Alphard 2.5 G Van Wagon,2021,Bekas,Hitam,10 - 15K KM,Automatic,5,7,2494,DKI Jakarta,1095000000
Mercedes-Benz,GLE450 3.0 4MATIC AMG Line Wagon,2021,Bekas,Hitam,15 - 20K KM,Automatic,5,7,2999,DKI Jakarta,1650000000
Daihatsu,Rocky 1.0 R TC Wagon,2021,Bekas,Putih,15000 KM,Manual,5,5,996,DKI Jakarta,188000000
Daihatsu,Rocky 1.0 R TC Wagon,2021,Bekas,Merah,20 - 25K KM,Manual,5,5,996,DKI Jakarta,190000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Putih,15 - 20K KM,Automatic,5,5,996,Jawa Barat,215000000
Daihatsu,Rocky 1.0 R TC Wagon,2021,Bekas,Orange,35 - 40K KM,Automatic,5,5,996,Jawa Barat,220000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Abu-abu,20 - 25K KM,Automatic,5,5,996,DKI Jakarta,222000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Biru,15 - 20K KM,Automatic,5,5,996,Jawa Barat,227000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Putih,15 - 20K KM,Automatic,5,5,996,Jawa Barat,230000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Putih,15 - 20K KM,Automatic,5,5,996,Jawa Barat,230000000
Toyota,Raize 1.0 GR Sport Wagon,2021,Bekas,Biru,10 - 15K KM,Automatic,5,5,996,Jawa Barat,231000000
Toyota,Raize 1.0 GR Sport TSS Wagon,2021,Bekas,Silver,20 - 25K KM,Automatic,5,5,996,DKI Jakarta,231000000
Toyota,Agya 1.2 G Hatchback,2021,Bekas,Putih,30 - 35K KM,Manual,5,5,1197,DKI Jakarta,123000000
Daihatsu,Ayla 1.2 X Hatchback,2021,Bekas,Abu-abu,10 - 15K KM,Manual,5,5,1197,Jawa Timur,124000000
